CUST_CODE,LAST_WEEK,LAST_DATE,TOTAL_COME,TOTAL_SPEND,CUS_SEN_LA,CUS_SEN_MM,CUS_SEN_UM,CUS_SEN_XX,BAS_SIZE_L,BAS_SIZE_M,BAS_SIZE_S,BAS_TYPE_FULL,BAS_TYPE_SMALL,BAS_TYPE_TOP,BAS_TYPE_XX,BAS_DO_FRESH,BAS_DO_GROCERY,BAS_DO_MIX,BAS_DO_NONFOOD,STORE_FOR_LS,STORE_FOR_MS,STORE_FOR_SS,STORE_FOR_XLS,STORE_FOR_XX,Total_CHURN
CUST0000139484,200805,2008-03-24,139,2623.1200000000003,0,1290,0,0,1121,150,19,524,63,703,0,296,215,764,15,1240,22,0,28,0,0.0
CUST0000139227,200802,2008-03-05,10,27.9,0,0,19,0,0,13,6,0,18,0,1,17,0,0,1,0,19,0,0,1,1.0
CUST0000138854,200806,2008-03-31,243,5836.2200000000012,3246,0,0,0,2939,221,86,2814,242,188,2,1105,121,1984,34,3211,35,0,0,2,0.0
CUST0000138774,200806,2008-03-31,195,3071.67,0,1575,0,0,1212,282,81,995,237,341,2,654,138,767,14,1515,58,2,0,2,0.0
CUST0000138580,200802,2008-03-06,41,534.64,0,0,297,0,196,94,7,117,47,133,0,164,13,112,8,297,0,0,0,0,3.0
CUST0000138450,200806,2008-03-31,41,283.08000000000004,0,0,72,0,12,39,21,0,60,12,0,0,39,5,28,72,0,0,0,0,0.0
CUST0000138040,200738,2007-11-15,17,55.4,0,30,0,0,0,16,14,0,23,7,0,12,5,12,1,3,0,1,26,0,3.0
CUST0000137876,200624,2006-08-12,8,87.22,38,0,0,0,17,19,2,0,16,22,0,22,3,9,4,38,0,0,0,0,1.0
CUST0000137649,200802,2008-03-06,47,541.31,314,0,0,0,210,86,18,117,55,142,0,88,34,191,1,308,6,0,0,0,0.0
CUST0000137569,200805,2008-03-26,91,1041.89,0,0,597,0,306,275,16,15,133,449,0,387,26,176,8,596,1,0,0,0,0.0
CUST0000137504,200804,2008-03-23,77,1653.3,1064,0,0,0,1046,17,1,642,10,412,0,629,2,432,1,1061,0,3,0,0,0.0
CUST0000136982,200638,2006-11-16,5,104.19,0,0,39,0,30,9,0,0,4,35,0,22,13,4,0,0,21,18,0,0,1.0
CUST0000135514,200805,2008-03-26,29,320.19,0,172,0,0,84,75,13,17,48,107,0,120,25,27,0,0,0,0,172,0,1.0
CUST0000135244,200727,2007-08-31,4,19.01,10,0,0,0,6,0,4,0,4,6,0,3,1,6,0,6,4,0,0,0,2.0
CUST0000135178,200726,2007-08-25,1,16.62,0,11,0,0,11,0,0,0,0,11,0,0,0,11,0,11,0,0,0,0,1.0
CUST0000134957,200751,2008-02-16,153,2080.46,0,1234,0,0,978,192,64,694,195,345,0,427,145,655,7,1234,0,0,0,0,0.0
CUST0000134680,200806,2008-03-31,1,37.51,0,0,15,0,15,0,0,15,0,0,0,15,0,0,0,15,0,0,0,0,
CUST0000134361,200802,2008-03-06,31,127.14000000000003,0,94,0,0,26,49,19,14,50,28,2,50,27,15,0,0,0,68,26,2,1.0
CUST0000134243,200646,2007-01-08,14,164.76,0,0,97,0,64,29,4,15,27,55,0,68,4,25,0,97,0,0,0,0,1.0
CUST0000133938,200735,2007-10-22,93,1248.4099999999999,0,0,887,0,707,159,21,158,85,643,1,653,17,210,6,887,0,0,0,1,1.0
CUST0000133579,200803,2008-03-16,78,858.03,0,0,366,0,168,169,29,44,95,227,0,194,18,139,15,34,115,1,216,0,0.0
CUST0000133247,200639,2006-11-26,18,112.34,0,0,63,0,30,22,11,0,29,34,0,18,15,30,0,0,63,0,0,0,1.0
CUST0000132844,200804,2008-03-22,23,112.56,0,63,0,0,15,35,13,0,35,27,1,16,14,32,0,24,39,0,0,1,0.0
CUST0000132826,200805,2008-03-29,108,1645.13,1308,0,0,0,1278,21,9,300,23,985,0,123,69,1115,1,34,1274,0,0,0,0.0
CUST0000132577,200802,2008-03-05,29,1511.94,0,0,663,0,654,8,1,609,9,45,0,457,1,205,0,558,0,105,0,0,1.0
CUST0000132235,200805,2008-03-30,583,6357.5899999999992,4087,0,0,0,2632,1214,241,2296,966,823,2,1393,365,2313,14,140,3928,11,8,2,0.0
CUST0000132213,200804,2008-03-20,81,942.44,0,0,529,0,355,158,16,46,98,385,0,422,41,66,0,514,15,0,0,0,0.0
CUST0000132151,200806,2008-03-31,220,4151.31,0,0,2192,0,1966,211,15,778,199,1214,1,850,256,1076,9,2192,0,0,0,1,0.0
CUST0000131867,200805,2008-03-30,54,202.27999999999997,0,0,123,0,0,80,43,0,118,5,0,62,47,14,0,3,5,115,0,0,0.0
CUST0000131635,200806,2008-03-31,128,1871.3100000000004,0,1237,0,0,946,270,21,534,116,587,0,846,14,368,9,0,1237,0,0,0,0.0
CUST0000131508,200805,2008-03-26,1,7.15,0,0,0,3,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,
CUST0000131491,200806,2008-03-31,145,666.41,0,0,389,0,26,255,108,0,286,100,3,220,40,86,40,176,213,0,0,3,0.0
CUST0000131452,200743,2007-12-20,6,9.48,0,0,0,11,0,8,3,0,11,0,0,10,0,0,1,0,0,11,0,0,3.0
CUST0000131200,200804,2008-03-21,138,900.65000000000009,0,0,446,0,77,299,70,0,270,175,1,251,39,127,28,436,10,0,0,1,0.0
CUST0000131091,200803,2008-03-16,26,486.5200000000001,0,195,0,0,146,41,8,105,34,56,0,80,19,92,4,195,0,0,0,0,2.0
CUST0000130724,200803,2008-03-15,18,263.50000000000006,0,0,168,0,128,38,2,18,17,133,0,135,0,27,6,14,154,0,0,0,0.0
CUST0000130703,200723,2007-07-31,8,211.73000000000002,0,0,74,0,64,9,1,0,10,64,0,28,0,32,14,59,0,0,15,0,1.0
CUST0000130658,200804,2008-03-23,99,984.96,0,0,514,0,332,141,41,119,183,212,0,291,77,139,7,437,0,75,2,0,0.0
CUST0000130446,200743,2007-12-19,1,46.1,0,0,9,0,9,0,0,0,0,9,0,9,0,0,0,9,0,0,0,0,1.0
CUST0000130407,200731,2007-09-24,6,14.3,0,0,0,8,0,2,6,0,7,0,1,7,0,0,0,4,1,3,0,1,2.0
CUST0000129804,200611,2006-05-14,1,2.7,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1.0
CUST0000129677,200805,2008-03-28,73,1749.47,0,0,562,0,469,78,15,104,81,376,1,322,68,160,11,557,0,0,5,1,0.0
CUST0000129484,200703,2007-03-14,4,128.35,70,0,0,0,70,0,0,47,0,23,0,19,0,51,0,0,0,0,70,0,2.0
CUST0000129368,200805,2008-03-25,18,329.03,0,0,100,0,64,28,8,17,32,51,0,16,32,52,0,0,35,65,0,0,0.0
CUST0000129034,200614,2006-06-02,3,30.1,0,22,0,0,13,9,0,13,4,5,0,4,0,18,0,0,0,22,0,0,1.0
CUST0000128997,200737,2007-11-08,28,247.35,0,0,169,0,85,81,3,18,61,90,0,72,21,76,0,65,102,2,0,0,2.0
CUST0000128862,200636,2006-11-01,3,21.04,15,0,0,0,9,5,1,0,1,14,0,10,0,5,0,0,0,0,15,0,2.0
CUST0000128804,200612,2006-05-17,2,10.28,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,9,0,0,0,0,1.0
CUST0000128185,200742,2007-12-16,19,186.15,0,0,135,0,99,24,12,66,26,42,1,81,20,33,0,0,133,0,2,1,3.0
CUST0000128103,200752,2008-02-21,84,534.83999999999992,418,0,0,0,224,151,43,78,132,208,0,50,105,259,4,228,188,2,0,0,1.0
CUST0000127560,200751,2008-02-16,2,2.76,0,0,0,4,0,0,4,0,4,0,0,0,2,2,0,4,0,0,0,0,1.0
CUST0000127498,200805,2008-03-30,247,3335.8,1684,0,0,0,1303,269,112,768,277,638,1,653,158,831,41,58,1619,4,3,1,0.0
CUST0000127477,200804,2008-03-17,140,2171.7,0,909,0,0,701,159,49,253,163,492,1,615,99,164,30,909,0,0,0,1,0.0
CUST0000127124,200804,2008-03-20,81,1473.6,0,0,574,0,519,51,4,0,84,489,1,496,2,75,0,574,0,0,0,1,0.0
CUST0000126750,200805,2008-03-29,59,743.96000000000015,0,369,0,0,276,84,9,21,56,292,0,99,69,185,16,13,0,2,354,0,0.0
CUST0000126668,200804,2008-03-17,40,133.03,74,0,0,0,11,44,19,0,58,14,2,44,8,16,4,21,53,0,0,2,1.0
CUST0000126351,200805,2008-03-30,6,144.7,81,0,0,0,78,3,0,33,3,45,0,57,0,24,0,78,0,3,0,0,
CUST0000126343,200715,2007-06-10,1,100.81,0,34,0,0,34,0,0,34,0,0,0,0,0,34,0,34,0,0,0,0,1.0
CUST0000126202,200625,2006-08-17,16,105.41999999999999,0,76,0,0,10,63,3,0,29,47,0,60,5,10,1,76,0,0,0,0,1.0
CUST0000126117,200733,2007-10-11,2,107.44,0,29,0,0,29,0,0,16,0,13,0,0,16,13,0,29,0,0,0,0,1.0
CUST0000125548,200634,2006-10-18,2,31.22,0,25,0,0,25,0,0,0,0,25,0,13,0,12,0,25,0,0,0,0,2.0
CUST0000125490,200706,2007-04-07,1,6.61,0,0,0,5,0,5,0,0,0,5,0,0,5,0,0,0,5,0,0,0,1.0
CUST0000125421,200806,2008-03-31,247,2530.1299999999997,0,1706,0,0,1102,520,84,277,217,1210,2,1172,41,482,9,7,1699,0,0,2,0.0
CUST0000125124,200806,2008-03-31,218,1568.3700000000001,0,0,838,0,328,406,104,41,396,393,8,673,42,108,7,744,93,1,0,8,0.0
CUST0000125091,200750,2008-02-05,56,1843.27,0,0,799,0,735,53,11,571,34,192,2,627,16,141,13,632,167,0,0,2,1.0
CUST0000125006,200630,2006-09-20,19,55.78,0,0,46,0,4,25,17,0,27,19,0,24,4,16,2,46,0,0,0,0,1.0
CUST0000124963,200748,2008-01-27,90,1271.4599999999998,703,0,0,0,537,143,23,310,89,304,0,300,66,335,2,0,703,0,0,0,1.0
CUST0000124935,200742,2007-12-14,2,2.8,0,0,0,3,0,1,2,0,2,0,1,2,0,0,0,2,1,0,0,1,2.0
CUST0000124448,200631,2006-09-25,1,1.05,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1.0
CUST0000124431,200805,2008-03-24,173,1106.51,0,594,0,0,231,250,113,24,268,298,4,340,77,152,21,381,75,135,3,4,0.0
CUST0000124113,200804,2008-03-21,90,295.03000000000003,317,0,0,0,29,241,47,0,144,173,0,121,95,101,0,165,0,152,0,0,1.0
CUST0000123142,200620,2006-07-13,1,23.32,14,0,0,0,14,0,0,0,0,14,0,14,0,0,0,0,0,0,14,0,1.0
CUST0000122993,200805,2008-03-28,4,53.0,0,38,0,0,29,9,0,0,0,38,0,11,0,27,0,0,38,0,0,0,
CUST0000122425,200750,2008-02-05,15,77.48,37,0,0,0,0,25,12,0,29,8,0,11,13,12,1,0,0,37,0,0,2.0
CUST0000122174,200624,2006-08-13,1,2.96,0,0,0,2,0,2,0,0,2,0,0,0,2,0,0,0,0,0,2,0,1.0
CUST0000122093,200804,2008-03-20,11,129.89000000000001,0,0,74,0,52,19,3,0,22,52,0,65,0,8,1,74,0,0,0,0,3.0
CUST0000121998,200732,2007-10-02,11,97.19,0,68,0,0,28,38,2,0,16,52,0,58,0,10,0,68,0,0,0,0,4.0
CUST0000121684,200607,2006-04-12,1,1.72,0,0,0,2,0,0,2,0,2,0,0,2,0,0,0,2,0,0,0,0,1.0
CUST0000121492,200740,2007-11-29,16,88.34,0,38,0,0,16,14,8,0,20,16,2,6,12,11,7,38,0,0,0,2,2.0
CUST0000121266,200748,2008-01-25,1,17.03,0,0,0,7,7,0,0,0,0,7,0,7,0,0,0,0,7,0,0,0,1.0
CUST0000121259,200805,2008-03-30,105,832.95999999999992,0,0,841,0,606,232,3,46,40,752,3,99,172,563,4,841,0,0,0,3,0.0
CUST0000121178,200716,2007-06-15,70,938.17000000000019,0,584,0,0,449,119,16,190,38,356,0,226,11,346,1,578,1,5,0,0,1.0
CUST0000120903,200751,2008-02-11,1,7.98,0,0,0,2,0,2,0,0,2,0,0,0,2,0,0,2,0,0,0,0,
CUST0000120837,200803,2008-03-15,43,311.12,170,0,0,0,62,102,6,0,70,100,0,93,28,49,0,158,12,0,0,0,0.0
CUST0000120799,200748,2008-01-22,5,254.0,0,102,0,0,102,0,0,91,0,11,0,47,0,55,0,102,0,0,0,0,2.0
CUST0000120536,200805,2008-03-26,52,622.28,0,0,277,0,112,150,15,0,107,170,0,216,12,49,0,6,253,18,0,0,0.0
CUST0000120453,200727,2007-08-31,64,145.02,0,0,118,0,0,59,59,0,118,0,0,87,13,14,4,0,20,0,98,0,1.0
CUST0000120214,200804,2008-03-18,22,542.95999999999992,277,0,0,0,263,13,1,147,6,123,1,21,0,255,0,277,0,0,0,1,2.0
CUST0000120143,200738,2007-11-15,13,138.45,0,0,47,0,29,11,7,15,14,18,0,15,4,24,4,46,0,1,0,0,2.0
CUST0000120088,200806,2008-03-31,42,673.04,484,0,0,0,465,14,5,370,19,95,0,75,55,353,1,2,482,0,0,0,2.0
CUST0000119837,200725,2007-08-17,11,432.66999999999996,0,264,0,0,261,3,0,261,3,0,0,79,0,185,0,182,82,0,0,0,1.0
CUST0000119198,200802,2008-03-07,96,1389.85,0,712,0,0,579,118,15,127,145,440,0,438,40,226,8,710,2,0,0,0,0.0
CUST0000117777,200730,2007-09-19,17,981.2800000000002,0,0,90,0,56,32,2,0,49,40,1,37,14,27,11,82,8,0,0,1,1.0
CUST0000117522,200635,2006-10-27,1,30.22,0,0,0,8,8,0,0,0,0,8,0,0,8,0,0,8,0,0,0,0,1.0
CUST0000117239,200805,2008-03-29,167,797.66000000000008,0,0,431,0,0,308,123,0,322,109,0,310,49,59,13,6,425,0,0,0,0.0
CUST0000116031,200742,2007-12-11,3,47.67,26,0,0,0,19,7,0,0,0,26,0,6,0,20,0,20,6,0,0,0,2.0
CUST0000115970,200805,2008-03-30,398,3394.1500000000005,0,2211,0,0,1632,321,258,1084,476,644,7,753,342,1082,27,2010,197,0,4,7,0.0
CUST0000115923,200719,2007-07-05,76,434.59000000000003,0,283,0,0,61,190,32,0,176,107,0,174,34,65,10,283,0,0,0,0,1.0
CUST0000115629,200805,2008-03-28,50,980.46999999999991,0,627,0,0,540,81,6,401,44,181,1,196,30,396,4,31,474,0,122,1,0.0
CUST0000115401,200721,2007-07-16,7,45.18,18,0,0,0,10,0,8,10,8,0,0,4,1,12,1,18,0,0,0,0,1.0
CUST0000115400,200743,2007-12-21,4,130.43,0,0,41,0,37,2,2,20,4,17,0,2,2,37,0,39,2,0,0,0,2.0
CUST0000115390,200805,2008-03-28,107,3006.2,0,1591,0,0,1542,26,23,1052,39,500,0,1293,10,281,7,1584,4,3,0,0,0.0
CUST0000115101,200805,2008-03-27,201,2294.8900000000003,0,0,573,0,205,267,101,0,345,219,9,228,191,134,11,428,143,0,2,9,0.0
CUST0000114775,200805,2008-03-29,108,5874.5599999999986,0,0,2194,0,2154,31,9,1280,27,887,0,1173,121,900,0,2190,4,0,0,0,0.0
CUST0000114492,200804,2008-03-18,46,701.34000000000015,0,0,273,0,199,44,30,90,65,118,0,200,7,63,3,273,0,0,0,0,0.0
CUST0000114208,200802,2008-03-09,78,1447.03,0,755,0,0,622,115,18,431,62,262,0,434,51,267,3,689,66,0,0,0,0.0
CUST0000113976,200745,2008-01-04,42,1169.5,0,0,720,0,720,0,0,236,0,484,0,535,0,185,0,720,0,0,0,0,3.0
CUST0000113788,200746,2008-01-13,145,355.83,391,0,0,0,62,252,77,0,288,102,1,72,162,110,46,365,6,20,0,1,1.0
CUST0000112612,200711,2007-05-08,8,113.46000000000001,73,0,0,0,47,26,0,0,0,73,0,49,6,18,0,73,0,0,0,0,2.0
CUST0000112467,200803,2008-03-16,184,2014.8500000000001,1200,0,0,0,822,312,66,443,230,527,0,586,129,475,10,1176,6,0,18,0,0.0
CUST0000112412,200728,2007-09-07,71,209.75,0,0,142,0,0,76,66,0,138,4,0,111,18,13,0,0,142,0,0,0,1.0
CUST0000112178,200718,2007-06-25,40,747.81,0,0,332,0,257,59,16,43,36,253,0,251,32,46,3,56,264,3,9,0,1.0
CUST0000111779,200751,2008-02-17,8,131.94,0,55,0,0,47,7,1,0,8,47,0,34,0,21,0,0,0,0,55,0,3.0
CUST0000111673,200805,2008-03-26,89,609.43000000000006,0,362,0,0,143,179,40,40,143,178,1,162,71,124,4,317,45,0,0,1,0.0
CUST0000111137,200806,2008-03-31,109,1645.6699999999998,1084,0,0,0,983,70,31,633,87,364,0,164,260,658,2,326,758,0,0,0,0.0
CUST0000110854,200805,2008-03-27,9,74.38,32,0,0,0,18,11,3,13,14,5,0,11,8,13,0,31,1,0,0,0,3.0
CUST0000110748,200749,2008-01-29,2,18.43,0,0,18,0,17,0,1,0,1,17,0,18,0,0,0,18,0,0,0,0,1.0
CUST0000110607,200804,2008-03-23,38,176.93,81,0,0,0,0,49,32,0,60,18,3,28,20,13,17,2,0,79,0,3,0.0
CUST0000110508,200629,2006-09-15,30,37.099999999999994,47,0,0,0,0,10,37,0,47,0,0,21,11,4,11,43,4,0,0,0,1.0
CUST0000110486,200707,2007-04-13,40,473.42,371,0,0,0,317,43,11,264,35,72,0,30,133,208,0,13,350,8,0,0,2.0
CUST0000110356,200805,2008-03-25,21,382.7,205,0,0,0,184,18,3,56,16,132,1,151,4,46,3,26,1,0,178,1,1.0
CUST0000109728,200804,2008-03-21,15,353.29999999999995,0,115,0,0,96,18,1,0,13,102,0,16,46,52,1,0,115,0,0,0,0.0
CUST0000109701,200617,2006-06-25,4,8.8500000000000014,0,10,0,0,0,4,6,0,10,0,0,6,4,0,0,0,10,0,0,0,1.0
CUST0000109639,200805,2008-03-28,145,1836.46,0,0,771,0,420,308,43,48,227,496,0,570,27,168,6,767,4,0,0,0,0.0
CUST0000109625,200752,2008-02-20,33,2578.28,0,0,1031,0,1031,0,0,1031,0,0,0,110,23,898,0,1031,0,0,0,0,0.0
CUST0000109509,200715,2007-06-08,1,5.01,0,0,0,5,0,5,0,0,0,5,0,0,5,0,0,5,0,0,0,0,1.0
CUST0000109500,200805,2008-03-27,45,449.75999999999993,0,256,0,0,164,84,8,31,74,149,2,199,7,47,1,0,256,0,0,2,0.0
CUST0000109451,200752,2008-02-21,1,14.62,0,0,0,5,0,5,0,0,5,0,0,5,0,0,0,5,0,0,0,0,
CUST0000109262,200728,2007-09-09,1,0.42,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1.0
CUST0000109193,200805,2008-03-27,69,412.84000000000003,0,262,0,0,71,152,39,0,169,93,0,207,18,37,0,230,32,0,0,0,0.0
CUST0000109188,200805,2008-03-25,68,1031.32,0,0,801,0,697,87,17,439,39,323,0,318,7,474,2,55,746,0,0,0,0.0
CUST0000109120,200607,2006-04-13,1,22.11,0,0,0,11,11,0,0,0,0,11,0,11,0,0,0,0,11,0,0,0,1.0
CUST0000109079,200804,2008-03-19,169,1029.8300000000002,646,0,0,0,411,152,83,157,209,280,0,115,221,285,25,614,32,0,0,0,0.0
CUST0000107770,200805,2008-03-30,66,492.08000000000004,0,0,309,0,175,96,38,72,77,160,0,138,39,132,0,279,24,0,6,0,2.0
CUST0000107768,200805,2008-03-26,98,785.84999999999991,0,0,409,0,234,98,77,121,156,130,2,132,47,209,19,211,0,198,0,2,0.0
CUST0000107554,200806,2008-03-31,108,417.60000000000008,281,0,0,0,9,170,102,0,224,56,1,157,25,85,13,248,33,0,0,1,0.0
CUST0000107333,200717,2007-06-24,8,27.830000000000002,0,0,19,0,0,14,5,0,11,8,0,9,7,2,1,0,4,15,0,0,1.0
CUST0000107301,200723,2007-07-31,8,97.550000000000026,0,60,0,0,31,26,3,16,3,41,0,16,0,42,2,0,60,0,0,0,2.0
CUST0000107151,200742,2007-12-10,30,211.28,0,0,95,0,7,71,17,0,67,28,0,35,18,41,1,30,9,53,3,0,2.0
CUST0000106871,200803,2008-03-14,42,293.06999999999994,0,0,155,0,96,27,32,39,58,58,0,79,24,42,10,87,33,34,1,0,2.0
CUST0000106770,200630,2006-09-21,11,79.46,0,48,0,0,14,31,3,0,22,26,0,18,14,14,2,0,3,0,45,0,1.0
CUST0000106749,200801,2008-02-25,1,17.080000000000002,0,0,11,0,11,0,0,0,0,11,0,11,0,0,0,11,0,0,0,0,
CUST0000106639,200804,2008-03-17,97,1452.3300000000002,0,0,594,0,402,175,17,51,79,464,0,250,31,307,6,592,2,0,0,0,0.0
CUST0000106540,200803,2008-03-12,62,325.55999999999995,217,0,0,0,102,72,43,33,97,87,0,55,34,115,13,46,171,0,0,0,0.0
CUST0000106420,200803,2008-03-11,47,154.13,125,0,0,0,13,82,30,0,97,28,0,32,58,33,2,50,72,0,3,0,1.0
CUST0000105725,200639,2006-11-21,1,1.23,0,0,0,2,0,0,2,0,2,0,0,0,2,0,0,0,0,2,0,0,1.0
CUST0000105720,200806,2008-03-31,324,680.45999999999992,0,0,708,0,0,392,316,0,689,19,0,544,19,75,70,707,1,0,0,0,0.0
CUST0000105652,200805,2008-03-24,95,1831.8399999999997,0,1166,0,0,1138,27,1,328,12,825,1,545,60,560,0,27,1139,0,0,1,0.0
CUST0000105613,200805,2008-03-30,30,227.43,100,0,0,0,53,27,20,14,43,43,0,38,16,45,1,87,5,0,8,0,0.0
CUST0000105586,200805,2008-03-27,98,709.34999999999991,0,0,306,0,152,96,58,43,132,123,8,139,54,96,9,242,36,15,13,8,0.0
CUST0000105001,200732,2007-10-05,41,322.92,0,217,0,0,87,116,14,0,85,132,0,157,1,55,4,216,1,0,0,0,1.0
CUST0000104986,200806,2008-03-31,106,1593.16,0,873,0,0,847,23,3,23,25,824,1,550,2,320,0,0,873,0,0,1,0.0
CUST0000104788,200630,2006-09-20,1,4.99,0,0,0,7,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,1.0
CUST0000104637,200805,2008-03-29,194,3253.2699999999995,0,1403,0,0,1026,333,44,604,200,599,0,191,549,648,15,1399,4,0,0,0,0.0
CUST0000104542,200805,2008-03-30,88,403.13,0,176,0,0,15,96,65,0,137,36,3,75,52,25,21,76,76,24,0,3,0.0
CUST0000104035,200805,2008-03-26,174,4276.7800000000007,0,1608,0,0,1393,200,15,674,134,800,0,274,226,1087,21,1608,0,0,0,0,0.0
CUST0000103784,200806,2008-03-31,148,1473.3800000000003,827,0,0,0,535,202,90,270,203,353,1,358,86,366,16,668,0,159,0,1,0.0
CUST0000103653,200804,2008-03-18,64,1764.2000000000003,0,0,695,0,658,24,13,216,34,444,1,363,19,307,5,688,0,7,0,1,0.0
CUST0000103039,200804,2008-03-21,11,203.22000000000003,97,0,0,0,81,16,0,36,16,45,0,64,0,33,0,65,32,0,0,0,2.0
CUST0000102963,200732,2007-10-01,41,275.4,0,142,0,0,34,92,16,0,95,47,0,102,12,27,1,0,142,0,0,0,1.0
CUST0000102869,200750,2008-02-04,14,363.45,0,156,0,0,148,1,7,148,8,0,0,2,89,60,5,155,1,0,0,0,3.0
CUST0000102491,200625,2006-08-19,1,11.67,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,8,0,0,0,0,1.0
CUST0000102383,200802,2008-03-04,100,380.49000000000012,0,0,266,0,42,147,77,0,166,100,0,155,43,66,2,3,201,62,0,0,1.0
CUST0000102331,200752,2008-02-24,28,975.83999999999992,0,0,427,0,413,14,0,197,7,223,0,176,19,232,0,427,0,0,0,0,1.0
CUST0000102309,200805,2008-03-25,87,795.42,0,0,416,0,229,150,37,0,150,266,0,306,39,59,12,399,14,3,0,0,0.0
CUST0000102015,200805,2008-03-29,162,3600.3000000000006,1903,0,0,0,1628,226,49,1361,157,384,1,1047,56,782,17,1826,0,77,0,1,0.0
CUST0000101913,200741,2007-12-09,1,7.96,0,0,0,4,0,4,0,0,4,0,0,4,0,0,0,0,0,4,0,0,1.0
CUST0000101739,200625,2006-08-15,1,4.46,0,0,0,4,0,4,0,0,0,4,0,0,0,4,0,0,0,0,4,0,1.0
CUST0000101652,200748,2008-01-24,84,502.5,0,247,0,0,55,165,27,0,187,58,2,125,89,28,3,4,2,205,36,2,1.0
CUST0000101377,200743,2007-12-18,1,13.92,0,10,0,0,10,0,0,0,0,10,0,10,0,0,0,10,0,0,0,0,1.0
CUST0000101185,200632,2006-10-06,28,367.96999999999997,302,0,0,0,271,29,2,75,9,218,0,250,0,52,0,0,302,0,0,0,1.0
CUST0000101162,200805,2008-03-30,76,1269.56,0,0,613,0,544,65,4,32,81,498,2,244,111,256,0,0,613,0,0,2,0.0
CUST0000101121,200805,2008-03-27,28,482.77999999999992,0,316,0,0,287,19,10,196,29,91,0,191,5,120,0,17,3,59,237,0,1.0
CUST0000100955,200802,2008-03-08,109,1820.33,0,795,0,0,617,156,22,111,137,547,0,520,54,211,10,758,0,0,37,0,0.0
CUST0000100914,200805,2008-03-25,26,390.53,183,0,0,0,129,47,7,89,21,73,0,142,20,20,1,1,120,62,0,0,1.0
CUST0000100897,200805,2008-03-26,248,1702.75,0,0,1118,0,588,417,113,47,385,681,5,675,32,358,48,0,8,0,1110,5,0.0
CUST0000100865,200806,2008-03-31,56,375.45,0,128,0,0,5,84,39,0,92,34,2,57,51,13,5,126,0,2,0,2,0.0
CUST0000100629,200805,2008-03-30,84,1504.79,0,819,0,0,690,115,14,284,61,474,0,556,8,251,4,774,7,0,38,0,0.0
CUST0000100432,200733,2007-10-11,22,359.17,162,0,0,0,138,20,4,15,18,129,0,129,11,22,0,162,0,0,0,0,1.0
CUST0000100419,200705,2007-03-26,8,91.909999999999982,57,0,0,0,37,19,1,16,13,28,0,46,4,7,0,57,0,0,0,0,2.0
CUST0000099557,200805,2008-03-29,161,2569.9600000000005,0,0,1605,0,1453,96,56,930,141,534,0,868,84,642,11,1599,0,6,0,0,0.0
CUST0000099530,200805,2008-03-24,144,2648.7899999999995,0,1709,0,0,1453,219,37,1135,148,426,0,796,41,850,22,1619,0,90,0,0,0.0
CUST0000099465,200805,2008-03-28,56,358.31999999999994,0,0,148,0,50,52,46,19,87,40,2,95,12,27,12,148,0,0,0,2,1.0
CUST0000099315,200805,2008-03-28,191,2787.96,0,1345,0,0,1016,276,53,406,220,719,0,814,155,354,22,1330,14,0,1,0,0.0
CUST0000099026,200803,2008-03-10,51,1403.42,1056,0,0,0,1037,8,11,1012,15,29,0,208,19,822,7,71,708,0,277,0,1.0
CUST0000098812,200626,2006-08-25,1,29.47,22,0,0,0,22,0,0,0,0,22,0,22,0,0,0,0,22,0,0,0,1.0
CUST0000098775,200723,2007-08-01,12,127.45000000000002,0,0,90,0,70,16,4,0,13,77,0,73,5,12,0,90,0,0,0,0,3.0
CUST0000098598,200723,2007-08-03,1,17.04,0,0,0,6,6,0,0,0,0,6,0,6,0,0,0,6,0,0,0,0,1.0
CUST0000098592,200733,2007-10-14,4,3.84,0,0,0,6,0,0,6,0,6,0,0,2,4,0,0,1,2,3,0,0,3.0
CUST0000098418,200804,2008-03-17,1,26.03,0,9,0,0,9,0,0,0,0,9,0,0,9,0,0,0,0,0,9,0,
CUST0000098337,200803,2008-03-14,28,103.62000000000002,0,81,0,0,15,55,11,0,56,25,0,40,8,30,3,36,43,0,2,0,1.0
CUST0000098174,200619,2006-07-07,11,211.89,0,128,0,0,120,3,5,110,8,10,0,27,30,71,0,13,0,0,115,0,1.0
CUST0000097732,200805,2008-03-25,115,3045.7100000000005,0,1984,0,0,1926,48,10,1662,51,271,0,602,27,1350,5,1,1979,1,3,0,0.0
CUST0000097667,200805,2008-03-28,123,2281.36,0,0,1228,0,1111,75,42,717,99,408,4,673,30,507,14,1053,2,1,172,4,0.0
CUST0000097286,200634,2006-10-19,1,3.24,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1.0
