CUST_CODE,TOTAL_QUANTITY,TOTAL_SPEND,TOTAL_COME,STORE_FORMAT
CUST0000784004,67,82.22999999999999,21,SS
CUST0000784004,29,40.94,5,MS
CUST0000784006,29,23.419999999999998,3,MS
CUST0000784006,1140,1035.6999999999994,94,LS
CUST0000784166,40,51.33,9,LS
CUST0000784166,1,5.86,1,SS
CUST0000784298,65,59.580000000000005,15,LS
CUST0000784298,12,14.73,3,MS
CUST0000784376,5,1.5,1,MS
CUST0000784547,411,330.15000000000009,29,LS
CUST0000784973,1083,1360.1399999999999,21,LS
CUST0000785295,56,87.47999999999999,7,LS
CUST0000785295,793,1117.5000000000005,69,MS
CUST0000785369,10,18.14,3,LS
CUST0000785475,159,263.35999999999996,17,LS
CUST0000785478,927,976.60999999999956,124,MS
CUST0000785478,34,31.509999999999998,2,SS
CUST0000785583,493,665.3,98,MS
CUST0000785583,160,183.44,32,LS
CUST0000785611,1543,2519.6300000000028,134,LS
CUST0000785769,2,35.120000000000005,2,MS
CUST0000785769,301,1398.3299999999995,60,LS
CUST0000785789,1473,1906.3800000000015,34,LS
CUST0000785789,3,0.03,1,MS
CUST0000785984,3,2.96,2,SS
CUST0000785984,40,58.44,6,LS
CUST0000786243,28,27.89,8,SS
CUST0000786243,78,93.68,24,LS
CUST0000786243,455,572.0,44,XLS
CUST0000786608,632,1031.7399999999998,25,LS
CUST0000786778,229,246.92000000000007,41,LS
CUST0000786966,29,87.25,12,MS
CUST0000787036,8,5.92,3,SS
CUST0000787036,264,306.62,5,MS
CUST0000787129,36,60.58,6,LS
CUST0000787270,3,2.4299999999999997,1,SS
CUST0000787337,25,395.41,3,LS
CUST0000787465,1275,2137.0599999999977,99,LS
CUST0000787661,77,83.789999999999992,30,LS
CUST0000788031,40,50.069999999999993,3,LS
CUST0000788111,539,680.77,68,LS
CUST0000788315,40,46.92,3,LS
CUST0000788459,4,3.1300000000000003,1,XLS
CUST0000788532,61,68.100000000000023,29,MS
CUST0000788616,12,9.34,2,SS
CUST0000788616,71,118.07,8,XLS
CUST0000788616,2001,2854.7900000000018,174,LS
CUST0000788616,213,239.49000000000007,32,MS
CUST0000788668,1734,1029.57,50,LS
CUST0000788910,15,9.98,1,SS
CUST0000789075,41,50.93,9,MS
CUST0000789075,2,1.45,2,LS
CUST0000789075,8,7.17,3,XLS
CUST0000789114,3,4.46,3,LS
CUST0000789114,153,195.89000000000004,29,MS
CUST0000789469,26,28.13,5,LS
CUST0000789574,2216,3181.2699999999927,131,LS
CUST0000789574,2,1.7000000000000002,1,SS
CUST0000790651,13,21.340000000000003,3,LS
CUST0000790691,10,6.98,3,SS
CUST0000790691,3483,4125.4099999999862,202,LS
CUST0000790691,48,52.2,19,XLS
CUST0000790691,1,1.14,1,MS
CUST0000790937,956,1259.4200000000005,50,LS
CUST0000791300,7,9.41,1,MS
CUST0000791687,51,67.53,6,MS
CUST0000792017,27,32.03,1,LS
CUST0000792272,26,41.980000000000004,1,SS
CUST0000792272,1,1.22,1,XLS
CUST0000792272,38,17.43,8,MS
CUST0000792272,234,302.84000000000015,21,LS
CUST0000792811,469,677.8900000000001,23,XLS
CUST0000792811,56,64.22999999999999,15,LS
CUST0000792811,350,455.17999999999989,44,SS
CUST0000792811,29,34.45,3,MS
CUST0000793074,85,107.21999999999997,14,MS
CUST0000793074,14,77.669999999999987,10,XLS
CUST0000793074,5528,6829.200000000048,474,LS
CUST0000793281,61,58.679999999999993,3,LS
CUST0000793281,81,110.82999999999998,7,MS
CUST0000793310,512,1002.4399999999999,63,LS
CUST0000793310,6,16.27,3,MS
CUST0000793310,147,238.37,34,SS
CUST0000793321,37,28.04,6,XLS
CUST0000793321,99,85.630000000000024,17,LS
CUST0000793465,153,215.90999999999997,48,LS
CUST0000793465,1256,1866.8800000000006,76,MS
CUST0000793540,254,214.73000000000008,53,LS
CUST0000793613,7,1.78,1,MS
CUST0000794349,10,11.879999999999999,5,MS
CUST0000794349,1216,1757.9499999999998,95,LS
CUST0000794394,53,61.44,15,MS
CUST0000794394,6,9.2,3,SS
CUST0000794394,7,12.25,2,XLS
CUST0000794394,108,137.3,31,LS
CUST0000794432,154,211.13,19,MS
CUST0000794432,6,3.7399999999999998,5,SS
CUST0000794432,2138,2655.8500000000004,66,XLS
CUST0000794432,226,226.2,9,LS
CUST0000794691,18,33.89,7,MS
CUST0000794691,81,115.42000000000002,19,LS
CUST0000794691,3,4.62,1,XLS
CUST0000794762,5,8.13,1,LS
CUST0000794797,3164,2781.50999999999,263,LS
CUST0000794797,1,0.86,1,MS
CUST0000794814,69,81.009999999999991,10,LS
CUST0000794814,2,2.83,1,MS
CUST0000794930,139,233.93999999999994,16,LS
CUST0000795313,122,143.92999999999998,22,SS
CUST0000795550,21,22.45,11,MS
CUST0000795550,32,103.39000000000001,7,SS
CUST0000795550,92,161.12999999999997,14,LS
CUST0000795922,25,31.81,3,LS
CUST0000795954,11,21.96,3,LS
CUST0000795954,35,45.0,5,MS
CUST0000795954,578,732.24000000000024,37,XLS
CUST0000796072,2,1.72,1,SS
CUST0000796072,240,491.38,27,LS
CUST0000796175,5,5.01,1,MS
CUST0000796287,1847,2661.6900000000023,205,LS
CUST0000796363,9,4.24,5,MS
CUST0000796363,343,430.09,31,LS
CUST0000796363,15,26.150000000000002,9,SS
CUST0000797024,308,372.18999999999983,17,MS
CUST0000797024,149,255.65,8,LS
CUST0000797024,9,10.21,2,SS
CUST0000797094,426,679.57000000000016,53,LS
CUST0000797094,99,103.95999999999998,40,SS
CUST0000797294,17,18.87,2,LS
CUST0000797664,44,59.08,5,LS
CUST0000797664,13,15.71,2,XLS
CUST0000797753,43,62.779999999999987,24,LS
CUST0000797753,1,1.56,1,MS
CUST0000797753,2617,3787.6299999999787,186,XLS
CUST0000797755,603,597.4200000000003,94,LS
CUST0000797981,475,584.81999999999948,13,LS
CUST0000798179,2025,3021.7299999999987,167,LS
CUST0000798179,211,293.87,33,MS
CUST0000798688,45,52.19,13,SS
CUST0000798688,67,77.26,7,LS
CUST0000798970,38,63.56,3,SS
CUST0000799729,1,0.89,1,LS
CUST0000799807,1,0.88,1,SS
CUST0000799807,287,542.43999999999971,33,LS
CUST0000799807,462,893.87999999999988,47,MS
CUST0000799807,373,1046.14,19,XLS
CUST0000800237,195,228.26000000000005,9,MS
CUST0000800237,81,75.89,5,LS
CUST0000800320,73,88.61999999999999,2,LS
CUST0000800320,15,19.1,3,MS
CUST0000800320,2,3.71,1,XLS
CUST0000800342,52,80.88000000000001,10,LS
CUST0000800342,2,0.92,1,MS
CUST0000800630,13,24.290000000000003,1,MS
CUST0000801309,76,68.13000000000001,1,XLS
CUST0000801895,632,612.63999999999919,68,MS
CUST0000801895,3,1.9000000000000001,2,LS
CUST0000802332,8,7.2899999999999991,5,SS
CUST0000802534,62,75.64,12,LS
CUST0000802534,468,840.59000000000037,88,XLS
CUST0000802534,27,40.5,6,MS
CUST0000802910,359,448.58999999999986,19,MS
CUST0000802910,1006,1152.1900000000016,181,LS
CUST0000803009,95,112.44999999999999,5,LS
CUST0000803065,7,13.74,2,MS
CUST0000803065,316,505.75000000000023,32,XLS
CUST0000803065,22,27.3,4,LS
CUST0000803106,194,220.36999999999989,14,MS
CUST0000803106,1,7.7,1,XLS
CUST0000803106,10,15.39,1,SS
CUST0000803106,1461,1860.6899999999987,104,LS
CUST0000803113,55,74.179999999999993,10,LS
CUST0000803113,279,288.61999999999989,141,SS
CUST0000803214,24,28.68,1,LS
CUST0000804275,28,59.670000000000016,4,MS
CUST0000804275,91,104.58,4,LS
CUST0000804462,980,925.16999999999848,260,MS
CUST0000804462,45,32.28,14,SS
CUST0000804462,23,26.94,2,XLS
CUST0000804462,74,75.77,7,LS
CUST0000804675,46,34.42,10,XLS
CUST0000804675,83,109.42000000000002,8,LS
CUST0000804925,472,759.63999999999942,283,MS
CUST0000805089,477,586.36000000000035,88,LS
CUST0000805089,15,42.67,3,XLS
CUST0000805089,55,55.07,9,MS
CUST0000805188,59,80.66,11,LS
CUST0000805188,21,24.130000000000003,4,XLS
CUST0000805188,65,87.84,24,SS
CUST0000805188,185,320.90999999999985,86,MS
CUST0000805211,271,262.03999999999996,25,LS
CUST0000805211,206,237.59000000000003,30,MS
CUST0000805509,3,3.2199999999999998,2,LS
CUST0000805509,47,64.440000000000012,6,XLS
CUST0000805509,7,16.2,1,SS
CUST0000805509,1440,2426.1100000000042,159,MS
CUST0000805533,178,189.36999999999998,27,LS
CUST0000805533,66,85.65,7,XLS
CUST0000805533,89,86.240000000000009,13,SS
CUST0000805536,27,37.42,6,MS
CUST0000805651,26,31.37,2,MS
CUST0000805651,19,24.619999999999997,3,SS
CUST0000805651,810,932.03000000000009,40,LS
CUST0000805651,17,27.460000000000004,2,XLS
CUST0000805724,3,6.3699999999999992,1,LS
CUST0000805786,98,134.08,14,MS
CUST0000805786,125,224.12,19,LS
CUST0000805786,2,1.33,1,SS
CUST0000805881,23,12.579999999999998,9,XLS
CUST0000805881,26,39.97,5,MS
CUST0000805881,1561,3246.2100000000028,258,LS
CUST0000805980,4,4.3900000000000006,1,MS
CUST0000805980,13,11.809999999999999,3,LS
CUST0000806277,15,13.579999999999998,2,LS
CUST0000806331,16,14.690000000000001,7,XLS
CUST0000806331,25,41.61,8,LS
CUST0000806331,22,33.849999999999994,5,MS
CUST0000806331,36,36.59,15,SS
CUST0000806489,7,7.09,2,SS
CUST0000806489,47,36.410000000000004,5,MS
CUST0000806551,20,32.32,13,SS
CUST0000806551,2367,2675.2900000000027,492,LS
CUST0000807176,66,77.49,12,MS
CUST0000807225,173,240.12999999999994,25,LS
CUST0000807225,27,61.25,3,SS
CUST0000807225,5,5.6,1,MS
CUST0000807319,8,8.74,1,LS
CUST0000807441,3015,3583.6500000000028,492,SS
CUST0000807441,17,22.9,3,XLS
CUST0000807441,12,11.97,4,MS
CUST0000807896,19,23.52,3,MS
CUST0000807896,1,2.0,1,XLS
CUST0000807896,274,342.33000000000015,56,LS
CUST0000807896,11,10.870000000000001,3,SS
CUST0000807919,14,22.09,8,LS
CUST0000807919,36,50.089999999999996,13,MS
CUST0000807919,2,0.6,2,SS
CUST0000808041,39,48.53,11,LS
CUST0000808041,18,79.97,7,XLS
CUST0000808041,602,1125.0099999999998,43,MS
CUST0000808290,4,8.96,1,MS
CUST0000808290,3,2.45,1,SS
CUST0000808290,1922,2791.0699999999979,173,LS
CUST0000808474,250,338.95999999999992,53,MS
CUST0000808474,41,77.829999999999984,20,LS
CUST0000808474,158,207.34000000000003,58,SS
CUST0000808639,35,54.06,5,MS
CUST0000808639,537,666.94,38,SS
CUST0000808639,6,5.83,5,XLS
CUST0000808639,1279,1693.6599999999974,74,LS
CUST0000808884,16,12.190000000000001,3,SS
CUST0000808884,4,4.74,2,XLS
CUST0000808884,21,30.03,1,MS
CUST0000809605,10,18.240000000000002,5,XLS
CUST0000809605,1,0.39,1,MS
CUST0000809605,386,438.45999999999987,82,LS
CUST0000809677,4,5.98,1,MS
CUST0000809886,469,558.13999999999976,60,LS
CUST0000810116,5,5.91,3,SS
CUST0000810116,11,21.54,5,LS
CUST0000810116,6,5.6599999999999993,2,MS
CUST0000810379,20,14.009999999999998,5,SS
CUST0000810784,1101,1382.5000000000014,160,LS
CUST0000811618,2394,3003.0399999999981,96,LS
CUST0000811661,1833,2823.1299999999947,368,LS
CUST0000811661,4,6.0600000000000005,3,MS
CUST0000812101,10,25.25,7,MS
CUST0000812101,823,660.67000000000087,163,LS
CUST0000812150,34,39.16,1,SS
CUST0000812179,6,16.4,1,SS
CUST0000812179,833,1215.1799999999994,33,LS
CUST0000812379,1856,1274.5300000000016,128,LS
CUST0000812640,20,26.68,1,LS
CUST0000812909,236,278.82000000000005,47,LS
CUST0000813105,1,1.85,1,MS
CUST0000813108,3104,3016.1299999999974,93,LS
CUST0000813108,121,142.04000000000002,16,MS
CUST0000813194,8,11.67,1,SS
CUST0000813194,361,492.3599999999999,7,XLS
CUST0000813194,24,50.86,4,MS
CUST0000813604,2273,2529.38,112,LS
CUST0000813604,22,18.310000000000002,5,SS
CUST0000813956,4,5.79,1,MS
CUST0000813956,9,8.6,3,SS
CUST0000813956,54,83.769999999999982,18,LS
CUST0000814656,50,45.66,11,SS
CUST0000814656,428,559.39,58,LS
CUST0000814656,51,73.85,5,MS
CUST0000814766,896,1013.7399999999991,122,MS
CUST0000814766,1,0.01,1,XLS
CUST0000814766,1,0.35,1,SS
CUST0000814921,2,2.82,1,XLS
CUST0000815118,253,258.74,6,LS
CUST0000815318,6,5.2099999999999991,2,XLS
CUST0000815318,24,31.299999999999997,4,SS
CUST0000815318,31,50.79,12,MS
CUST0000815318,124,136.64999999999998,44,LS
CUST0000815647,12,16.18,3,MS
CUST0000815801,585,803.49000000000069,44,LS
CUST0000815839,5,11.549999999999999,1,SS
CUST0000816072,1399,1738.1600000000014,68,SS
CUST0000816072,523,815.96999999999969,36,LS
CUST0000816072,7,8.5499999999999989,7,MS
CUST0000816127,8,10.04,1,XLS
CUST0000816240,155,247.46000000000004,11,SS
CUST0000816240,2,1.85,1,MS
CUST0000816240,9,8.94,4,LS
CUST0000816474,6,10.77,3,SS
CUST0000816474,75,96.6,14,LS
CUST0000816644,18,24.18,3,MS
CUST0000816644,2,1.47,1,XLS
CUST0000816691,198,141.62999999999994,80,LS
CUST0000816691,1,5.03,1,MS
CUST0000816722,124,90.38,3,MS
CUST0000817002,602,652.24999999999977,33,MS
CUST0000817082,54,65.740000000000009,5,MS
CUST0000817082,2496,2883.9199999999973,79,SS
CUST0000817082,861,993.15000000000032,33,LS
CUST0000817281,69,69.44,12,LS
CUST0000817281,148,133.96000000000004,33,SS
CUST0000817281,16,6.62,4,MS
CUST0000817425,282,360.08000000000004,37,LS
CUST0000817461,35,71.88,1,MS
CUST0000817685,11,13.9,1,LS
CUST0000817991,660,1222.38,47,LS
CUST0000817991,999,1720.3399999999997,63,MS
CUST0000817991,16,23.47,3,XLS
CUST0000818165,135,174.24,19,LS
CUST0000818165,10,13.04,4,SS
CUST0000818250,20,20.32,5,MS
CUST0000818250,10,49.349999999999994,2,XLS
CUST0000818250,4,7.1,2,SS
CUST0000818250,1149,1017.1899999999998,115,LS
CUST0000818812,1983,2274.1099999999956,147,LS
CUST0000818932,713,1106.4200000000005,47,SS
CUST0000818932,1175,1719.1000000000008,90,LS
CUST0000818932,355,427.06999999999982,65,MS
CUST0000819101,1,0.29,1,LS
CUST0000819195,13,21.63,1,MS
CUST0000819500,11,11.97,1,LS
CUST0000820108,288,300.48999999999978,56,LS
CUST0000820108,24,53.16,1,SS
CUST0000820108,1,0.93,1,MS
CUST0000820108,6,6.0,2,XLS
CUST0000820186,15,18.57,1,LS
CUST0000820324,1284,1678.3499999999997,149,LS
CUST0000820324,13,15.459999999999999,2,MS
CUST0000820341,29,9.9299999999999979,6,LS
CUST0000821327,6,8.91,1,LS
CUST0000821330,45,52.04,4,MS
CUST0000821330,809,1112.1499999999996,107,SS
CUST0000821330,136,186.75,18,LS
CUST0000821330,424,608.61999999999989,54,XLS
CUST0000821622,471,614.07999999999947,96,MS
CUST0000822085,3278,4227.0299999999961,161,LS
CUST0000822085,11,15.6,1,MS
CUST0000822088,137,117.96000000000005,39,MS
CUST0000822315,24,52.21,6,MS
CUST0000822315,103,188.30999999999995,17,LS
CUST0000822315,13,18.09,2,SS
CUST0000822341,45,64.18,5,LS
CUST0000822341,602,782.36,54,SS
CUST0000822341,1036,1345.5599999999995,84,XLS
CUST0000822341,523,644.74000000000035,57,MS
CUST0000822356,1735,2425.7699999999982,93,LS
CUST0000822356,3,12.610000000000001,2,XLS
CUST0000822356,255,335.16,40,MS
CUST0000822402,18,24.14,1,MS
CUST0000822402,82,122.53999999999999,14,LS
CUST0000822468,1,0.31,1,LS
CUST0000822468,210,278.98,26,MS
CUST0000822549,29,57.54,4,LS
CUST0000822648,31,33.63,9,LS
CUST0000823257,151,167.39999999999995,25,LS
CUST0000823558,146,252.96999999999997,15,MS
CUST0000823558,35,52.809999999999988,4,LS
CUST0000824333,6,5.15,3,MS
CUST0000824453,373,393.23,138,LS
CUST0000824453,6,3.37,1,MS
CUST0000824456,6,6.04,1,LS
CUST0000824641,1239,1694.9000000000003,43,LS
CUST0000824986,25,44.28,2,LS
CUST0000824998,2,3.22,1,SS
CUST0000824998,94,141.74,18,MS
CUST0000824998,1,2.98,1,LS
CUST0000825584,4,5.9399999999999995,1,LS
CUST0000825584,284,414.04999999999995,23,XLS
CUST0000825713,94,109.89999999999999,5,MS
CUST0000826107,1039,1512.0700000000002,108,LS
CUST0000826229,18,31.11,2,MS
CUST0000826238,9,26.0,1,LS
CUST0000826996,15,15.129999999999999,3,MS
CUST0000827064,184,220.27999999999997,42,LS
CUST0000827064,6,11.830000000000002,2,MS
CUST0000827064,2,2.16,1,SS
CUST0000827111,6,7.94,1,LS
CUST0000827417,29,41.75,1,LS
CUST0000827575,4,9.9200000000000017,1,LS
CUST0000827586,2,1.34,1,SS
CUST0000827586,212,251.76000000000002,12,LS
CUST0000827750,28,20.32,3,MS
CUST0000827750,73,42.190000000000012,19,SS
CUST0000827846,34,38.210000000000008,12,MS
CUST0000827846,13,13.84,5,SS
CUST0000827846,9,8.16,1,LS
CUST0000827856,5,5.6400000000000006,1,MS
CUST0000827922,145,200.95,23,MS
CUST0000827922,27,32.019999999999996,3,XLS
CUST0000827922,299,812.17000000000053,46,LS
CUST0000828022,32,39.28,14,LS
CUST0000828036,458,670.99999999999977,82,SS
CUST0000828036,526,894.4699999999998,26,LS
CUST0000828036,8,6.8,1,MS
CUST0000828166,12,14.09,9,XLS
CUST0000828166,1730,1820.6799999999976,152,LS
CUST0000828166,1,0.49,1,MS
CUST0000828846,38,59.38000000000001,11,LS
CUST0000828846,52,69.53,10,MS
CUST0000829233,17,18.16,1,XLS
CUST0000829233,31,47.67,2,LS
CUST0000829333,1193,1050.3099999999995,163,LS
CUST0000829333,5,12.34,2,MS
CUST0000829489,2808,4426.1899999999823,78,SS
CUST0000830044,1236,1656.5900000000029,79,LS
CUST0000830424,1510,1941.040000000002,89,MS
CUST0000830456,6,4.93,2,SS
CUST0000830529,1181,1058.0600000000004,143,XLS
CUST0000830529,41,49.85,5,MS
CUST0000830969,1,0.88,1,XLS
CUST0000830969,155,218.57999999999996,56,LS
CUST0000831085,629,780.05,68,LS
CUST0000831085,47,68.65,2,MS
CUST0000831162,3017,4244.309999999994,291,LS
CUST0000831162,17,17.1,1,MS
CUST0000831705,485,649.51000000000045,107,MS
CUST0000831705,7,17.97,1,LS
CUST0000832277,141,166.09999999999997,45,LS
CUST0000832283,1084,1149.4200000000005,59,LS
CUST0000832283,2903,2767.1400000000044,196,MS
CUST0000832339,129,187.20000000000002,18,SS
CUST0000832339,975,1515.1400000000003,46,XLS
CUST0000832339,9,8.56,1,LS
CUST0000832345,9,10.25,2,LS
CUST0000832827,35,34.489999999999995,4,LS
CUST0000832937,19,20.009999999999998,2,MS
CUST0000832937,1774,1989.3600000000047,33,LS
CUST0000832937,2150,2307.3099999999959,272,SS
CUST0000832979,682,397.2700000000001,166,LS
CUST0000833729,1,9.48,1,XLS
CUST0000833729,17,24.55,5,SS
CUST0000833729,1,9.48,1,LS
CUST0000833853,35,30.66,8,SS
CUST0000833853,131,174.64000000000001,22,MS
CUST0000833853,416,618.49000000000024,63,LS
CUST0000834029,16,19.770000000000003,7,LS
CUST0000834029,44,22.219999999999992,3,XLS
CUST0000834065,1864,1820.8300000000022,124,LS
CUST0000834065,28,35.46,8,MS
CUST0000834066,323,422.65,24,LS
CUST0000834066,995,1235.1500000000017,96,MS
CUST0000834203,85,134.17000000000002,23,XLS
CUST0000834203,1,1.99,1,SS
CUST0000834203,129,179.14,30,LS
CUST0000834203,1,1.59,1,MS
CUST0000834512,6,10.54,2,XLS
CUST0000834512,3,5.0500000000000007,1,SS
CUST0000834512,215,179.51000000000005,25,LS
CUST0000834937,284,451.55999999999995,27,LS
CUST0000834937,139,139.07000000000005,42,MS
CUST0000834937,7,9.93,2,SS
CUST0000834937,3,4.63,2,XLS
CUST0000835203,6,0.060000000000000005,4,LS
CUST0000835270,7,4.1,1,SS
CUST0000835270,69,94.320000000000022,20,XLS
CUST0000835390,280,521.92000000000019,9,SS
CUST0000835400,1,0.79,1,LS
CUST0000835559,411,492.52999999999963,116,LS
CUST0000835559,1911,1779.1000000000024,72,MS
CUST0000835673,38,56.129999999999995,13,LS
CUST0000835716,788,1021.9800000000004,123,LS
CUST0000835716,81,76.52000000000001,5,MS
CUST0000835723,254,370.2600000000001,82,LS
CUST0000835723,8,7.04,4,SS
CUST0000835723,1,0.92,1,MS
CUST0000835845,67,90.579999999999984,3,LS
CUST0000836007,332,466.13000000000022,52,LS
CUST0000836007,164,219.53999999999996,24,MS
CUST0000836007,16,10.48,4,SS
CUST0000836042,18,22.7,1,XLS
CUST0000836042,92,284.81999999999994,21,LS
CUST0000836503,519,573.84999999999945,80,LS
CUST0000836537,16,11.5,1,MS
CUST0000836708,23,26.59,2,LS
CUST0000837146,1,4.81,1,MS
CUST0000837146,295,363.21000000000009,25,XLS
CUST0000837146,1876,1983.9800000000018,384,LS
CUST0000837178,20,25.810000000000002,4,LS
CUST0000837409,979,1394.6900000000005,139,MS
CUST0000837409,22,20.93,10,LS
CUST0000837423,8,14.129999999999999,1,MS
CUST0000837423,353,609.71,12,LS
CUST0000838103,89,314.01,16,LS
CUST0000838103,27,36.61,14,MS
CUST0000838103,28,32.629999999999995,11,SS
CUST0000838231,100,117.50999999999999,12,XLS
CUST0000838258,438,660.03000000000043,90,LS
CUST0000838538,51,107.72999999999999,7,LS
CUST0000839302,28,32.8,2,LS
CUST0000839736,156,289.5,44,LS
CUST0000839736,673,1361.5100000000002,164,MS
CUST0000839847,14,21.979999999999997,3,XLS
CUST0000839847,87,169.0,19,LS
CUST0000840136,664,924.32000000000062,183,LS
CUST0000840136,26,90.17,3,MS
CUST0000840136,18,26.630000000000003,4,SS
CUST0000840136,137,259.11,8,XLS
CUST0000840138,57,105.29999999999998,12,XLS
CUST0000840138,110,106.85,9,SS
CUST0000840138,5,3.84,2,LS
CUST0000840344,304,333.82999999999993,51,MS
CUST0000840344,381,521.32999999999981,26,LS
CUST0000840360,20,15.260000000000002,5,SS
CUST0000840360,54,44.38,17,MS
CUST0000840438,251,325.55,31,MS
CUST0000840438,15,44.64,3,XLS
CUST0000840438,519,627.61999999999966,66,SS
CUST0000840438,17,17.340000000000003,1,LS
CUST0000840471,9,6.3699999999999992,4,SS
CUST0000840518,79,108.78999999999999,4,LS
CUST0000840518,22,31.099999999999998,2,MS
CUST0000840789,1129,1603.0000000000014,359,MS
CUST0000840789,167,220.13999999999993,11,LS
CUST0000840789,19,32.890000000000008,4,SS
CUST0000841039,801,1182.0700000000002,42,LS
CUST0000841039,7,15.82,1,XLS
CUST0000841039,1,1.38,1,MS
CUST0000841531,21,28.090000000000003,1,MS
CUST0000841571,2976,4825.4900000000052,211,LS
CUST0000841576,49,72.84,15,LS
CUST0000841684,73,92.899999999999991,4,LS
CUST0000841880,10,10.07,2,MS
CUST0000841880,113,140.18,38,LS
CUST0000842003,578,776.60000000000127,19,LS
CUST0000842172,1,0.53,1,LS
CUST0000842436,5,5.4,1,MS
CUST0000843006,1682,3051.8000000000047,169,LS
CUST0000843047,9,31.41,1,LS
CUST0000843130,694,828.83999999999924,58,LS
CUST0000843130,126,203.89999999999998,7,XLS
CUST0000843130,178,249.65999999999997,13,SS
CUST0000843133,5,2.83,1,MS
CUST0000843286,899,1463.7600000000014,83,MS
CUST0000843286,467,738.3100000000004,27,LS
CUST0000843554,25,32.72,7,MS
CUST0000843554,60,65.86,6,XLS
CUST0000843554,21,29.53,6,SS
CUST0000843662,2507,3121.550000000002,193,LS
CUST0000843662,2,2.7800000000000002,2,MS
CUST0000843677,856,839.17999999999938,61,XLS
CUST0000843677,779,759.37999999999965,52,LS
CUST0000843677,11,7.92,1,SS
CUST0000843768,95,168.37,17,LS
CUST0000843789,5,3.5800000000000005,2,LS
CUST0000843968,25,13.95,3,MS
CUST0000844115,935,1555.2400000000016,87,LS
CUST0000844192,7,2.81,1,MS
CUST0000844556,1,0.64,1,LS
CUST0000844724,12,34.03,9,MS
CUST0000844724,4,2.55,1,LS
CUST0000844759,152,232.78,17,LS
CUST0000845052,80,85.100000000000023,2,LS
CUST0000845098,53,59.550000000000011,1,LS
CUST0000845331,37,42.990000000000009,1,MS
CUST0000845855,334,516.11000000000013,49,SS
CUST0000845855,8,4.05,1,LS
CUST0000845893,47,43.58,1,MS
CUST0000846079,324,418.0300000000002,36,MS
CUST0000846113,1189,870.8799999999992,100,LS
CUST0000846163,4058,4533.6099999999933,154,LS
CUST0000846163,110,221.10000000000002,16,MS
CUST0000846163,7,3.52,2,XLS
CUST0000846163,5,4.6800000000000006,3,SS
CUST0000846201,27,21.450000000000003,12,LS
CUST0000846201,2,1.08,1,SS
CUST0000846201,32,30.92,8,XLS
CUST0000846460,338,267.53999999999985,61,XLS
CUST0000846460,508,443.28999999999996,64,LS
CUST0000846460,6,3.0599999999999996,2,MS
CUST0000846460,6,6.74,1,SS
CUST0000846938,889,1272.5100000000007,106,LS
CUST0000847458,2548,2593.9900000000034,104,LS
CUST0000847557,2307,2373.2399999999993,189,MS
CUST0000847557,1,0.46,1,SS
CUST0000847557,7,5.17,3,LS
CUST0000847593,33,38.650000000000006,15,MS
CUST0000847593,297,407.11000000000013,61,LS
CUST0000847593,47,48.77000000000001,29,SS
CUST0000847695,81,102.5,3,LS
CUST0000848021,1064,1720.64,143,LS
CUST0000848123,426,555.3,42,MS
CUST0000848123,272,250.41999999999996,19,LS
CUST0000848260,8,3.76,1,LS
CUST0000848462,2,1.4,1,MS
CUST0000848462,4192,5244.130000000001,346,LS
CUST0000848476,4,2.3600000000000003,1,MS
CUST0000848525,1502,2344.7399999999961,154,LS
CUST0000848715,51,68.71,2,XLS
CUST0000848908,203,397.04000000000019,21,LS
CUST0000848908,3,2.3,3,MS
CUST0000848953,863,1025.5499999999997,95,XLS
CUST0000849576,4,5.6899999999999995,2,XLS
CUST0000849576,28,40.09,14,SS
CUST0000849576,1947,1800.1799999999998,96,LS
CUST0000849576,6,13.77,2,MS
CUST0000849738,101,142.19,9,LS
CUST0000849738,1152,1532.3000000000011,67,SS
CUST0000850267,30,39.5,1,MS
CUST0000850628,2,5.9,1,LS
CUST0000850666,205,267.34999999999997,16,LS
CUST0000850666,17,16.72,7,SS
CUST0000850673,298,342.81999999999971,104,LS
CUST0000850673,25,22.9,15,MS
CUST0000850673,4,5.5,2,XLS
CUST0000850673,9,7.66,4,SS
CUST0000851370,113,117.05999999999999,10,LS
CUST0000851830,213,378.17,46,LS
CUST0000851830,1,0.36,1,XLS
CUST0000851860,3839,5367.6300000000074,142,LS
CUST0000851905,62,64.419999999999987,1,XLS
CUST0000851905,1,1.54,1,MS
CUST0000851905,2574,2600.7200000000003,77,LS
CUST0000851982,54,43.86,2,SS
CUST0000851982,15,11.73,8,MS
CUST0000851982,5,5.64,2,XLS
CUST0000851982,98,89.9,11,LS
CUST0000852161,163,177.10999999999999,41,MS
CUST0000852365,50,37.400000000000006,28,MS
CUST0000852398,21,41.220000000000006,5,LS
CUST0000853046,55,65.14,5,MS
CUST0000853197,261,357.84000000000026,27,LS
CUST0000853197,1,1.54,1,MS
CUST0000853281,14,21.14,1,SS
CUST0000853281,18,56.5,4,LS
CUST0000853429,128,166.87999999999997,7,LS
CUST0000853563,118,184.48000000000002,7,MS
CUST0000853841,980,923.4999999999992,59,LS
CUST0000853841,4,2.4099999999999997,3,SS
CUST0000853841,1,1.4,1,MS
CUST0000853933,149,220.94000000000003,26,LS
